Object ID,County GNIS Code,fips,Area of Land (Square Meters),Area of Water (Square Meters),county,state,Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range),Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range) - Margin of Error,"Median Household Income in past 12 months, Householder under 25 years","Median Household Income in past 12 months, Householder under 25 years - Margin of Error","Median Household Income in past 12 months, Householder 25 to 44 years","Median Household Income in past 12 months, Householder 25 to 44 years - Margin of Error","Median Household Income in past 12 months, Householder 45 to 64 years","Median Household Income in past 12 months, Householder 45 to 64 years - Margin of Error","Median Household Income in past 12 months, Householder 65 years and over","Median Household Income in past 12 months, Householder 65 years and over - Margin of Error","Median Household Income in past 12 months, Black or African American Householder","Median Household Income in past 12 months, Black or African American Householder - Margin of Error","Median Household Income in past 12 months, American Indian and Alaska Native Householder","Median Household Income in past 12 months, American Indian and Alaska Native Householder - Margin of Error","Median Household Income in past 12 months, Asian Householder","Median Household Income in past 12 months, Asian Householder - Margin of Error","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Householder","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Householder - Margin of Error","Median Household Income in past 12 months, Some Other Race Householder","Median Household Income in past 12 months, Some Other Race Householder - Margin of Error","Median Household Income in past 12 months, 2 or More Races Householder","Median Household Income in past 12 months, 2 or More Races Householder - Margin of Error","Median Household Income in past 12 months, Non-Hispanic White Householder","Median Household Income in past 12 months, Non-Hispanic White Householder - Margin of Error","Median Household Income in past 12 months, Hispanic or Latino Householder","Median Household Income in past 12 months, Hispanic or Latino Householder - Margin of Error",Total Households,Total Households - Margin of Error,Households with any self-employment income in past 12 months,Households with any self-employment income in past 12 months - Margin of Error,Households with no self-employment income in past 12 months,Households with no self-employment income in past 12 months - Margin of Error,Percent of households with any self-employment income,Percent of households with any self-employment income - Margin of Error,x,y
1327,00659458,27025,1074597625,71170833,Chisago County,Minnesota,80409,2335,50444,21041,93377,4219,93475,2926,49224,3033,62663,50773,91250,69864,130234,50642,,,66184,791,90536,57256,80338,2331,78750,53009,20102,223,2419,243,17683,317,12,1.20144131431032,-92.9084870295233,45.5028840449207
1328,00659459,27027,2707051032,19306173,Clay County,Minnesota,65000,2804,28932,7147,76217,4183,78034,3023,41407,2280,39934,39876,16000,8413,49931,48861,,,41186,28125,43750,25154,68016,2722,38897,9568,23782,444,2936,296,20846,504,12.3,1.22311181416847,-96.4906881495458,46.8929882665806
1329,00659460,27029,2586701770,80451797,Clearwater County,Minnesota,46291,1989,45000,19301,60603,3943,52596,4589,33456,2743,,,28250,12723,,,,,,,41250,14124,47274,2458,,,3458,94,491,60,2967,99,14.2,1.69163218907105,-95.3791164057459,47.5794241313045
1330,00659461,27031,3761649142,4887913854,Cook County,Minnesota,52271,3328,31657,9657,63363,6369,54814,8880,52022,7598,,,42500,5902,,,,,,,31042,13792,53478,4193,58214,29774,2699,190,420,83,2279,203,15.6,2.87348209257521,-90.530571235859,47.9035069643879
1331,00659462,27033,1657524495,22247750,Cottonwood County,Minnesota,53354,2701,30827,3798,67708,5887,61076,6676,38218,3587,,,,,32586,10471,,,31458,17365,50694,46789,55848,2658,31458,14272,4850,148,894,126,3956,178,18.4,2.53631350899551,-95.1812109882579,44.007343397932
1332,00659463,27035,2585751023,409699952,Crow Wing County,Minnesota,54508,1489,29588,5597,65571,4310,65381,1893,39847,1592,36750,18655,46250,32363,66341,722,,,,,60282,8020,54517,1514,61452,21437,26684,374,3117,225,23567,438,11.7,0.82715454681595,-94.0708530175271,46.4833747982633
1333,00659464,27037,1456708511,63156958,Dakota County,Minnesota,83288,1023,47948,4413,88556,2588,102186,2146,52621,1534,50115,5353,63929,43751,95109,9390,73546,36132,44365,6524,68750,12604,87390,1317,51120,4011,160144,586,15816,690,144328,911,9.9,0.429343973999096,-93.0654480071157,44.6721709746316
1334,00659465,27039,1137724828,800245,Dodge County,Minnesota,71669,2966,42917,12393,76201,4426,88268,5446,48351,3963,,,70250,58546,52500,52041,,,55625,21594,,,72699,2711,56169,6445,7711,110,1111,132,6600,170,14.4,1.69945650672808,-92.86206193035,44.0228525157398
1335,00659466,27041,1649183865,215620610,Douglas County,Minnesota,60676,3012,31371,10535,77968,3340,77475,4923,40879,2251,13583,3643,31467,29575,,,,,87143,50917,68288,30223,61281,3322,68179,42103,16395,303,2330,192,14065,341,14.2,1.14125561078675,-95.4535397995376,45.9339978205825
1336,00659467,27043,1845309110,24414852,Faribault County,Minnesota,52286,2106,35234,20992,57121,5203,62705,3123,39263,4453,,,,,,,,,80568,57501,215774,164883,53473,2127,28158,15799,6115,139,1152,81,4963,151,18.8,1.25348206765984,-93.9480071205278,43.6741885197631
1337,00659468,27045,2230746819,2055506,Fillmore County,Minnesota,59451,1637,38966,5381,72837,5476,72000,2095,38799,2095,22500,4961,,,,,,,24219,3106,,,60176,1725,46875,20130,8595,141,1603,119,6992,161,18.7,1.3502970191021,-92.0901749239715,43.6742553647999
1338,00659469,27047,1831823843,39237837,Freeborn County,Minnesota,52447,1975,40455,5231,54928,4886,61336,2366,40600,2558,43650,16711,91576,89547,44786,9897,,,37778,24474,,,54409,1653,30357,11475,12970,235,1646,153,11324,266,12.7,1.15701768834608,-93.3488233170027,43.6741050843752
1339,00659470,27049,1960290907,60947204,Goodhue County,Minnesota,64765,2211,39444,11992,79271,6117,78802,6807,43421,3247,25086,11511,,,56500,35254,,,42292,14759,41579,7798,67007,3003,43378,6402,19313,253,2651,232,16662,310,13.7,1.18772875446929,-92.7224826680908,44.4102050808382
1340,00659471,27051,1418785987,71704973,Grant County,Minnesota,55912,2921,36161,6657,63935,4124,63269,3819,42000,3069,,,,,,,,,,,59583,32312,55878,2541,46458,27971,2600,77,585,55,2015,75,22.5,2.0076939194659,-96.0122020612568,45.9343280047897
1341,00659472,27053,1434458964,136553032,Hennepin County,Minnesota,74113,672,35812,1573,82300,1166,90458,1596,49783,895,31523,897,32500,8277,85076,1731,,,48119,4018,55600,3009,83629,735,49892,2323,503476,1459,58990,1211,444486,1744,11.7,0.238119405512023,-93.4769626122721,45.0048813736025
1342,00659473,27055,1429786025,43494665,Houston County,Minnesota,58729,2516,42656,24599,74707,10296,69896,3905,40436,4320,33021,27860,48462,39461,,,,,91875,29822,,,59379,2784,22589,18463,8181,118,1329,132,6852,163,16.2,1.59639063547704,-91.4928485265351,43.6717043020047
1343,00659474,27057,2398342769,190327784,Hubbard County,Minnesota,55472,1844,31250,13602,62847,5384,66394,5000,43996,2837,,,34519,3750,,,,,,,58750,33904,55709,1879,46000,32429,8705,185,1233,99,7472,192,14.2,1.09671605762924,-94.9166449694041,47.1095022495677
1344,00659475,27059,1128574114,41160302,Isanti County,Minnesota,72473,2763,48750,20505,83500,4689,78999,3546,41924,3826,,,2499,,117321,22729,,,,,63750,48360,72339,2783,90703,22701,14702,177,1943,200,12759,262,13.2,1.35102238269098,-93.2952196276804,45.5617120607131
1345,00659476,27061,6908319602,674844733,Itasca County,Minnesota,53022,1487,44130,19181,62230,9265,63660,3360,37863,2119,,,29803,13660,26875,11935,,,,,75000,26338,53514,1528,,,19346,359,2096,227,17250,405,10.8,1.15601654169043,-93.6324793333479,47.5110721616042
1346,00659477,27063,1820689416,42120425,Jackson County,Minnesota,57010,3075,41583,23412,73621,6977,66636,4168,44013,3831,,,,,39243,2301,,,,,,,57841,3026,40125,6397,4388,145,922,79,3466,146,21,1.66108976230865,-95.1541201016709,43.6744320966343
1347,00659478,27065,1351000098,31233444,Kanabec County,Minnesota,53300,1935,38444,1275,66274,2346,63405,3680,36192,2402,,,30833,18161,116042,55624,,,,,36741,10924,53918,1948,39095,1873,6449,134,911,99,5538,146,14.1,1.50679939981148,-93.2933532411337,45.9456345068994
1348,00659479,27067,2065234175,168250932,Kandiyohi County,Minnesota,59089,2058,39010,8213,65554,3996,70584,2709,45625,4186,20538,19013,,,24444,20304,,,35000,15841,32383,29658,62358,1791,40752,2901,16699,245,2312,184,14387,274,13.8,1.08297697522306,-95.0047556464303,45.1529852864478
1349,00659480,27069,2845915561,12391036,Kittson County,Minnesota,57112,3671,25417,19529,64148,4099,63295,6497,41050,3608,,,,,,,,,,,,,56724,3927,,,1891,70,335,45,1556,73,17.7,2.28755098417691,-96.7828846810625,48.7771417734079
1350,00659481,27071,8039869545,128952195,Koochiching County,Minnesota,47129,4407,16875,15833,58214,8827,49309,8594,41615,4787,,,,,,,,,,,,,49684,4854,61094,55621,5566,229,662,129,4904,246,11.9,2.26539592200737,-93.783429315065,48.2466732912511
1351,00659482,27073,1981394517,33643134,Lac qui Parle County,Minnesota,52199,1651,44643,11139,58542,3748,66042,8235,36125,5287,,,,,,,,,,,,,52598,1661,50536,36160,3103,114,793,76,2310,99,25.6,2.26213972466774,-96.1735990095537,44.9958546761665
1352,00659484,27075,5462973382,2282686849,Lake County,Minnesota,59516,5237,,,75977,4532,65236,7455,44148,2793,,,38587,532,,,,,,,46208,615,60383,4820,83454,21805,5183,220,542,103,4641,237,10.5,1.93706025111366,-91.4455332400344,47.6436239583933
1353,00659483,27077,3361462402,1247519337,Lake of the Woods County,Minnesota,49068,2315,,,52125,21500,61667,11948,26813,5188,,,,,,,,,,,68235,46723,48800,2133,,,1585,123,247,82,1338,126,15.6,5.03017377862109,-94.9053489394723,48.7727474045818
1354,00659485,27079,1162049817,65135543,Le Sueur County,Minnesota,67451,2240,47759,2348,76545,3404,82469,4683,47500,3715,13500,1097,,,86827,1794,,,51833,51432,67898,63669,69173,2333,34286,17174,10874,193,1367,140,9507,217,12.6,1.26799314223704,-93.7300732517406,44.371674414188
1355,00659486,27081,1390257747,30175154,Lincoln County,Minnesota,52301,1892,46250,16228,68977,6570,63385,7000,33150,2941,,,45227,7228,,,,,,,33750,12507,53208,2451,14904,11650,2470,92,591,55,1879,84,23.9,2.0405941875951,-96.267099907068,44.4130037014201
1356,00659487,27083,1850315129,18794794,Lyon County,Minnesota,55525,1986,26282,6722,58682,3540,76881,4741,38095,3731,26023,21266,,,58346,9962,,,20048,4516,41331,11226,59830,3451,26583,6319,10050,213,1564,153,8486,220,15.6,1.48623031333901,-95.8389915644912,44.4139031912321
1357,00659491,27085,1272941861,36368633,McLeod County,Minnesota,61275,2251,32266,14730,68728,5497,73150,4967,45077,4717,,,,,48670,968,,,,,26576,2268,62712,2291,37479,14726,14884,177,1773,194,13111,269,11.9,1.29569227567273,-94.272385058683,44.8237780592118
1358,00659488,27087,1444868073,64851531,Mahnomen County,Minnesota,44537,2879,20250,2962,47250,5073,51750,4278,37500,4873,,,33393,4528,70625,64784,40313,9994,,,43125,10707,50913,2915,30625,30115,1938,57,280,30,1658,50,14.4,1.48852058947845,-95.8090584667358,47.3255312876034
1359,00659489,27089,4597384466,98019626,Marshall County,Minnesota,58723,2285,43125,9272,71688,5841,72031,3850,38571,4252,,,37917,30420,,,,,45417,14784,,,59724,2862,46176,4945,3964,80,750,68,3214,102,18.9,1.67240165742412,-96.3684971091173,48.3584704622778
1360,00659490,27091,1844928054,44669375,Martin County,Minnesota,53915,4255,36777,6553,65479,7963,63575,4965,41531,5062,,,,,,,,,70932,677,41140,3862,53410,4294,70023,30568,8653,245,1428,163,7225,253,16.5,1.82486745306085,-94.5510785631081,43.6746214268112
1361,00659492,27093,1574889102,95071910,Meeker County,Minnesota,61856,1904,50625,5815,73161,3520,75617,3863,40993,1832,,,41875,15317,,,,,32279,18486,50461,10099,63149,1761,38917,14855,9191,187,1279,102,7912,195,13.9,1.07305716753949,-94.5272899679472,45.1234699798402
1362,00659493,27095,1482415014,282932659,Mille Lacs County,Minnesota,53888,2167,41474,5475,58554,2038,63558,2022,35913,3557,,,33542,6170,26250,12586,,,59261,46471,60625,18571,54835,2771,40375,22444,10136,163,1332,124,8804,192,13.1,1.20497112087586,-93.6300649430369,45.9391257831852
1363,00659494,27097,2913980720,73275534,Morrison County,Minnesota,54962,1736,36583,18628,64011,2323,68465,4045,33248,2814,,,50000,25908,28846,4418,,,56429,26261,31809,9246,55791,1883,40521,10375,13488,193,2171,130,11317,187,16.1,0.935897135865329,-94.2685521099607,46.0130972692296
1364,00659495,27099,1842332264,617233,Mower County,Minnesota,53665,3302,29345,4510,63180,6002,70187,4536,35669,2492,42119,6489,,,38068,13975,,,55139,34921,,,57452,2781,40223,3022,15502,278,1795,179,13707,332,11.6,1.13586506860937,-92.7525293569156,43.6717232645642
1365,00659496,27101,1825063790,38438283,Murray County,Minnesota,57500,3537,42083,2950,65956,6562,72454,5909,41369,5111,,,,,,,,,,,62321,55315,57198,3219,42083,20073,3702,107,883,63,2819,117,23.9,1.5558893243438,-95.7632845347523,44.0223842296079
1366,00659497,27103,1161978443,47471908,Nicollet County,Minnesota,65027,3205,30721,3033,70565,4510,81804,4878,48134,5177,17786,7229,,,70259,9733,,,83500,28858,,,67698,3003,45642,6795,12738,269,1809,196,10929,288,14.2,1.5091925897861,-94.2474943959585,44.3500230254875
1367,00659498,27105,1852084984,19315966,Nobles County,Minnesota,54149,3111,37778,17744,49859,8662,64618,4855,40781,4670,50438,17581,23478,11014,30725,4805,,,56250,9820,22788,7843,58061,3814,54637,8966,7897,155,1255,123,6642,187,15.9,1.5259997614177,-95.7533948057197,43.6745003837973
1368,00659499,27107,2260512791,10208058,Norman County,Minnesota,55206,2234,36250,8923,63990,3571,63382,3185,37596,6460,,,45833,12763,146250,127060,,,30781,25102,40625,32444,55671,1974,37981,28439,2776,85,599,63,2177,91,21.6,2.1711482836288,-96.4552951939015,47.3267709984811
1369,00659500,27109,1692581423,3505507,Olmsted County,Minnesota,74880,1753,38485,4180,81965,2258,94019,3826,52157,2716,31786,4888,68547,4304,80380,10795,,,59492,10965,71014,14615,78254,1881,57475,7228,60770,397,6546,451,54224,533,10.8,0.738798720278622,-92.4018190597179,44.0039958000057
1370,00659501,27111,5107063593,654473685,Otter Tail County,Minnesota,57131,1540,49861,5339,65673,3687,71236,2765,38190,2226,18426,13246,51797,4612,61023,14841,,,87708,44768,32833,10382,57876,1460,53512,13708,24226,346,3791,200,20435,373,15.6,0.794731704050398,-95.7079960290635,46.4096369093943
1371,00659502,27113,1596928760,4332056,Pennington County,Minnesota,59036,5827,48125,17205,69352,11050,68871,8149,39200,6751,,,,,,,,,,,,,58786,5489,,,5970,133,775,113,5195,164,13,1.87057279787031,-96.0367012812996,48.0663522051816
1372,00659503,27115,3655220987,60262764,Pine County,Minnesota,49138,1671,31328,3698,61897,2516,56140,3257,34840,2237,61563,39413,39792,17629,56250,51952,,,73750,46075,48875,18984,49084,1703,31630,19669,10690,240,1276,108,9414,229,11.9,0.97410021111424,-92.740975321851,46.1216984870123
1373,00659504,27117,1204488112,2348855,Pipestone County,Minnesota,52309,5071,38724,3205,61696,4640,58448,6340,35000,6274,16793,8850,,,,,,,68167,58882,,,55162,3418,43375,27539,4007,130,773,69,3234,138,19.3,1.60422077120427,-96.2586533143527,44.0232585372858
1374,00659505,27119,5105054568,69201099,Polk County,Minnesota,57151,2019,22045,13075,67833,8802,73459,2401,33216,2852,41848,29638,,,46603,17380,,,,,60083,48040,57959,2502,54167,32905,12516,204,1758,131,10758,221,14,1.021315383371,-96.3504090924937,47.6301053327012
1375,00659506,27121,1734134606,123231111,Pope County,Minnesota,58132,2889,53100,7447,66453,6704,71225,3018,40727,3283,,,31250,795,,,,,,,54063,8589,58750,2845,33125,21644,4972,169,883,83,4089,160,17.8,1.55638383932523,-95.4444946827048,45.586290771791
1376,00659507,27123,394246995,46264475,Ramsey County,Minnesota,62304,705,33006,1817,65536,1764,75771,1336,48330,1516,32090,1376,37279,9633,54447,2913,44394,26578,46917,7599,46494,5480,71164,931,46612,4937,209069,902,21584,890,187485,1100,10.3,0.423360194780629,-93.0996214054388,45.0171759664439
1377,00659508,27125,1119929323,227815,Red Lake County,Minnesota,56588,4027,20833,19269,66771,8287,80833,5721,38971,5201,,,25750,12482,,,,,,,,,57432,4764,48333,24336,1691,78,299,39,1392,89,17.7,2.15729913403991,-96.0953113930914,47.8717970557589
1378,00659509,27127,2275493333,8220827,Redwood County,Minnesota,53230,2747,31442,8811,63085,4224,59589,5722,39662,2785,25417,4304,32179,5100,36563,3016,,,58417,44073,63750,29030,55007,2428,,,6240,137,1197,84,5043,166,19.2,1.27857566125716,-95.253800724722,44.4040005547578
1379,00659510,27129,2545744686,10851893,Renville County,Minnesota,57886,2870,43438,12004,63818,2238,72612,5100,36955,3977,,,33942,19595,62679,5636,,,42361,11410,61875,39832,59856,2702,41705,10090,6180,113,1045,73,5135,131,16.9,1.14004767087889,-94.9472741042996,44.7271367529058
1380,00659511,27131,1284215164,52066242,Rice County,Minnesota,65758,2206,38433,1927,68991,3526,84795,4571,42964,2781,26480,8165,71250,50628,61152,23417,,,34702,12503,51667,36868,69184,2763,41114,2131,23045,296,3071,243,19974,361,13.3,1.04047354676677,-93.2967220393318,44.354495553759
1381,00659512,27133,1249560755,698231,Rock County,Minnesota,59890,3719,33958,25621,75813,7830,65375,5708,42350,6690,,,,,,,,,,,,,60838,3508,40932,574,3978,129,855,115,3123,156,21.5,2.80562080205592,-96.2532159143459,43.674891175427
1382,00659513,27135,4329471925,16913419,Roseau County,Minnesota,59644,2194,41576,5450,65698,4237,67465,4223,40066,2503,,,17353,3262,73529,24384,,,,,48750,47125,60372,2365,,,5995,158,942,81,5053,167,15.7,1.28609612157939,-95.8108316135458,48.7756083460763
1383,00662850,27137,16181664972,1584404426,St. Louis County,Minnesota,53344,811,26853,2013,63993,1812,65806,2159,39832,1418,20862,14016,29792,5126,35449,10816,,,,,36397,6788,54514,844,44063,11928,85644,860,7444,435,78200,861,8.7,0.500361366945281,-92.4711925274276,47.6099398969212
1384,00659514,27139,922683745,31384772,Scott County,Minnesota,97744,2857,45750,11180,106981,3230,111796,4128,50341,2673,79167,29523,103733,19971,99808,12785,73889,8805,39882,22030,73411,26596,100420,2504,51791,4737,48510,423,5986,429,42524,580,12.3,0.877783378538366,-93.5358484134313,44.6486160507323
1385,00659515,27141,1121230376,46966084,Sherburne County,Minnesota,85818,2247,54917,18227,94832,3076,96435,6689,43555,4809,21609,3016,114028,54471,30718,20609,,,,,46603,40235,87249,2383,70938,42887,31737,374,3844,372,27893,477,12.1,1.16341062197883,-93.7746807958878,45.4441060567405
1386,00659516,27143,1525073951,30338003,Sibley County,Minnesota,62761,1604,31726,5247,74528,4445,69656,3720,39538,4255,,,,,29167,21076,,,48750,42393,,,64183,1631,42601,7448,6038,91,1222,83,4816,128,20.2,1.3403596562256,-94.4130402870569,44.5434406390986
1387,00659517,27145,3477861781,122135304,Stearns County,Minnesota,60606,1171,36626,4605,67987,2448,76367,2389,41491,1976,26280,7835,50739,31623,43688,8911,,,37372,23173,44962,23524,63435,1354,42566,8667,58891,485,7337,406,51554,585,12.5,0.681731341208587,-94.6131958828221,45.5525904978435
1388,00659518,27147,1112775685,6976791,Steele County,Minnesota,62731,2041,43092,6704,74063,6749,79352,6523,43438,3160,35110,8141,,,65388,37617,,,41551,14298,110703,94260,64059,2200,49844,14651,14498,242,1699,192,12799,304,11.7,1.3097944511497,-93.2260485593874,44.0226073894431
1389,00659519,27149,1459744436,30322722,Stevens County,Minnesota,58363,3753,19787,3864,78350,9200,82167,13963,44238,6290,,,19756,2233,,,,,,,93269,15250,59664,2980,38958,37257,3629,142,678,79,2951,184,18.7,2.05048840829338,-96.0003199587555,45.586402009502
1390,00659520,27151,1921871297,26208675,Swift County,Minnesota,48577,2703,23542,6018,55647,5857,64840,6851,31377,1751,23264,22155,,,,,,,90694,75034,,,50156,3262,38750,9268,4227,107,650,72,3577,128,15.4,1.6582623851622,-95.6814560981049,45.2828652322933
1391,00659521,27153,2447446073,89448980,Todd County,Minnesota,52872,1868,31964,11817,62089,3902,62545,3701,35551,2282,,,,,36406,30493,,,,,27132,3601,53359,1727,,,9841,177,1557,138,8284,189,15.8,1.37311964337683,-94.8976225961889,46.0714268009138
1392,00659522,27155,1486320975,31025234,Traverse County,Minnesota,48784,4426,39015,15749,54853,7475,66458,4830,39766,4720,,,39286,15511,,,,,,,20417,2778,50909,4032,30938,8216,1584,97,370,52,1214,98,23.4,2.9548036459546,-96.4715340419875,45.7726276543335
1393,00659523,27157,1354450835,68863104,Wabasha County,Minnesota,65138,1885,50732,9766,76495,5491,76432,5667,45262,5259,9194,3579,,,65000,17046,,,21829,16300,49000,20059,66002,1746,22083,20746,8841,152,1527,138,7314,180,17.3,1.53240342798051,-92.230298163746,44.2844676185252
1394,00659524,27159,1388950411,18009900,Wadena County,Minnesota,45860,2968,34115,16354,53707,10217,53994,10047,35868,5029,41446,771,,,76696,48416,,,,,25250,9335,46211,3576,45863,1494,5677,169,750,114,4927,189,13.2,1.96921356332249,-94.9694287510953,46.5862126843002
1395,00659525,27161,1096505107,24893715,Waseca County,Minnesota,55612,2580,24679,10624,62500,9817,73931,3915,40921,3947,20879,17683,,,48095,35961,,,,,,,58347,3113,20000,15897,7427,162,1091,149,6336,207,14.7,1.98044111834108,-93.5872908208587,44.0223868792951
1396,00659526,27163,995612473,99462943,Washington County,Minnesota,92376,1760,50582,9816,101889,3820,111089,2783,57200,1542,60960,6841,56944,51447,104170,5127,,,92821,21234,84097,7330,93581,2148,84564,8590,93184,623,10204,533,82980,761,11,0.567281977121006,-92.8839786799023,45.0393999494317
1397,00659527,27165,1126526388,12370135,Watonwan County,Minnesota,51097,3336,41063,4409,53365,3216,64852,5151,36731,7151,,,,,,,,,55820,25819,,,53118,3564,43276,13921,4318,140,601,96,3717,141,13.9,2.17697081334258,-94.6140685458149,43.978578638449
1398,00659528,27167,1945079891,482554,Wilkin County,Minnesota,54935,3799,34063,15672,63793,15555,63553,3383,35991,4943,,,53788,817,,,,,,,,,56800,5429,,,2826,80,522,68,2304,92,18.5,2.34872546833275,-96.4684879491821,46.357935560236
1399,00659529,27169,1621638202,40051923,Winona County,Minnesota,55529,2364,24494,2738,61975,2149,72598,2882,44699,2364,20602,16047,40313,13429,,,,,,,48934,13697,56289,2510,63322,5325,19515,342,2499,192,17016,319,12.8,0.957922132969909,-91.7792633167286,43.9870756487933
1400,00659530,27171,1712292171,137609477,Wright County,Minnesota,81881,2235,64500,17088,90877,2634,97844,3945,44149,2501,125786,44730,,,83542,23916,,,36442,21788,97132,30942,81647,2353,53939,22838,47246,400,6096,494,41150,584,12.9,1.03986916205564,-93.9630158731559,45.174236370844
1401,00659531,27173,1966062958,10687958,Yellow Medicine County,Minnesota,56943,3234,37500,15501,59964,5674,70273,4435,43566,5023,11042,1322,41429,13409,,,,,41736,7089,60104,15089,58618,3270,42292,13059,4165,138,842,98,3323,128,20.2,2.25558574084951,-95.8684364548392,44.716401336933
1402,00695726,28001,1197464274,65273639,Adams County,Mississippi,29203,2047,12569,3750,26216,3534,33188,4732,29135,2855,23415,2648,,,,,,,,,12393,5227,43070,4331,28371,1311,11341,382,960,186,10381,409,8.5,1.61509281999918,-91.3534485096161,31.4831717596142
